dmw_id	gene	rho	p_value	fdr
dmw=9974	AT3G09450	-0.7701717550207694	0.010371349550427466	0.04406926383365027
dmw=10088	AT3G10900	0.18618793247243995	0.33708837744884645	0.5548854256128464
dmw=10205	AT3G12360	-0.4889736743720029	0.041185924124729295	0.12581172842081487
dmw=10222	AT3G12670	-0.3179009726399091	0.14325972824073754	0.3119201175170669
dmw=10308	AT3G13404	0.4098972362007306	0.17102330292869244	0.3520577146454635
dmw=10319	AT3G13510	0.019744477991857943	0.9240346554495235	0.9657145165038424
dmw=10341	AT3G13750	-0.5887919307008859	0.006047667928118551	0.029582654234584674
dmw=10342	AT3G13750	-0.3091080449656424	0.10895377204752207	0.2603020079267648
dmw=10343	AT3G13750	-0.21853419162137755	0.2057356556201155	0.39721054074152384
dmw=10362	AT3G13980	0.7199943372718549	0.002167812556297613	0.013049381466340533
dmw=10364	AT3G13990	-0.6588814154550058	0.027532660221874432	0.09247609876822568
dmw=10372	AT3G02835	-0.12286701285725382	0.7233549410202178	0.8640854742926337
dmw=10409	AT3G14420	-1.0796360089707342	0.0003122640860704517	0.0029496945976501127
dmw=10422	AT3G14550	-0.4906488315307568	0.07111329619877041	0.18732959758360734
dmw=10423	AT3G14550	-0.4426030036139763	0.13702268332632767	0.3030945940753883
dmw=10435	AT3G14630	-0.6484347491185481	0.0014884883813030864	0.009827224366882742
dmw=10436	AT3G14640	0.426049190893525	0.03706236299926686	0.11551416691142057
dmw=10438	AT3G14650	-0.7365083854975628	0.025037995665336106	0.08612509433342504
dmw=10440	AT3G14660	-0.9069570134200742	0.0009085449344213692	0.006886994934996552
dmw=10505	AT3G15570	-1.1335243194537061	0.00011593349404009672	0.0014676941307344203
dmw=10550	AT3G16130	-0.08010123526623622	0.7485058937433268	0.8804264727172464
dmw=10550	AT3G16140	-0.9733387056560245	0.0015075912958172428	0.009854911834574119
dmw=10597	AT3G16785	-0.32960823586598015	0.23129484379311852	0.42647157384076506
dmw=10611	AT3G16940	-0.3048534315670507	0.46007734294165914	0.6662440768070252
dmw=10620	AT3G17185	-0.49034638634014627	0.19385609754639155	0.38356010251553013
dmw=10659	AT3G17630	0.12148847120628392	0.6669911329617837	0.8298532029149649
dmw=10660	AT3G17650	-0.2129001701575179	0.7646229011599934	0.8883225379607114
dmw=10677	AT3G17830	-0.14652066849431145	0.5425440873740544	0.7348901360622812
dmw=10786	AT3G19040	-0.0596689261950087	0.8653119950301115	0.9353900791346628
dmw=10795	AT3G19130	-0.48906925564988357	0.46525364836333083	0.6709958498261871
dmw=10825	AT3G19440	-0.3669159351064914	0.2280182096963733	0.42349688250125533
dmw=10826	AT3G19450	-0.7606507604301691	0.0004734699482435328	0.0040376465030767935
dmw=10836	AT3G19540	-0.289671630760831	0.17925141469358916	0.36144620237065267
dmw=10843	AT3G19610	0.2577245186373079	0.42115429928117787	0.6377034272716232
dmw=10910	AT3G20080	-0.4471274842676296	0.0710389856302705	0.18732959758360734
dmw=10913	AT3G20100	-0.8212902040123179	5.390957297444011e-05	0.0008379867799064868
dmw=10932	AT3G20300	-0.005654812688784902	0.9808412522725733	0.9922945584412636
dmw=10937	AT3G20362	-0.5703665710791321	0.0075406238330721605	0.0344233682788573
dmw=10963	AT3G20580	-0.17673458801642136	0.6001829787939015	0.7807465020751176
dmw=10996	AT3G20800	-0.10836460899905916	0.6311602978247715	0.8036744138437473
dmw=11000	AT3G20890	-0.15347181009175276	0.3346168586032089	0.5522977182321781
dmw=11001	AT3G20890	-0.1813914343426791	0.25428047687721606	0.45518429388516224
dmw=11029	AT3G21280	-0.3591081191212327	0.05037052208369195	0.14485948739759652
dmw=11073	AT3G21670	-1.178366464846833	2.2667288041672005e-05	0.00044183221770116224
dmw=11077	AT3G21700	-0.10244318825841472	0.6530430348215883	0.8199763259314012
dmw=11086	AT3G21870	-0.9492671672138061	0.001903493401965397	0.011805504533401553
dmw=11089	AT3G21990	-0.4536530113496063	0.057676565553763055	0.16097005113641144
dmw=11094	AT3G22104	-0.8022405458551788	0.00015308982940289155	0.0017247184450160627
dmw=11105	AT3G22200	-0.6410479844340653	0.034158596818388655	0.10880694609268449
dmw=11106	AT3G22220	-0.3687290533769883	0.02795195269273908	0.09302167454385796
dmw=11108	AT3G22235	-0.6464142770729792	0.02679741402076664	0.09095885340051511
dmw=11118	AT3G22350	0.10025012598107079	0.5656172770609793	0.7574460373292068
dmw=11134	AT3G22710	-0.48336427289446754	0.01853687052494561	0.06791880943890395
dmw=11156	AT3G23020	-0.47119865260831273	0.008309940259017655	0.03670721812256719
dmw=11169	AT3G23150	-0.26164066360875593	0.5030841364046803	0.7072743182923773
dmw=11176	AT3G23280	0.13194923642870465	0.6812302514515571	0.8390679526404334
dmw=11194	AT3G23450	-0.7531240548238688	1.0367658119876081e-05	0.00023576822539273757
dmw=11232	AT3G23810	-0.6527644416987475	0.0003937501101941328	0.003581667669025149
dmw=11296	AT3G04705	0.516328180385194	0.01685497033532954	0.06349050175394072
dmw=11341	AT3G25170	-0.3734460213590615	0.37764974269753393	0.5953194916977814
dmw=11360	AT3G25570	0.04162633646816314	0.8634387727451841	0.9346256652516476
dmw=11368	AT3G25690	-1.0865879141530057	0.0016051271586697148	0.010266125785658385
dmw=11382	AT3G26030	-0.003967095280831695	0.9898902111532599	0.9947654084492115
dmw=11393	AT3G26290	-1.199601347256781	4.358224244715045e-05	0.0007041972858565888
dmw=11407	AT3G26440	-0.8056388070412714	0.0015466175329648991	0.010016826193485519
dmw=11419	AT3G26650	-0.9371260643172528	6.947203091902674e-06	0.00018245915038561186
dmw=11428	AT3G26744	0.07509463198970145	0.8566547627463187	0.931773293757732
dmw=11452	AT3G27110	0.5266951925454737	0.425479279001555	0.6392841887978498
dmw=11457	AT3G27150	0.028260724396880918	0.8986875579662468	0.9521900959297248
dmw=11482	AT3G27400	0.16523023893347777	0.4338508956083902	0.6479596639504263
dmw=11491	AT3G27473	-0.3535607387077632	0.07599712192697936	0.19547185283637128
dmw=11530	AT3G27870	0.39999491697953	0.280875226233744	0.48716776527547684
dmw=11535	AT3G27940	-0.36389838749268827	0.12204045775035183	0.282919739795328
dmw=11537	AT3G27950	-0.10109909336502888	0.5064816331669735	0.7099325999760688
dmw=11540	AT3G27990	0.21442752423345784	0.5203182295690186	0.7171164825036531
dmw=11541	AT3G27990	0.4518643706505348	0.14662080337798056	0.31599502202080565
dmw=11549	AT3G28100	-0.7214535232349817	0.06736897739402453	0.17984587878230895
dmw=11554	AT3G28220	-0.6127550560580183	0.0008605248589231685	0.006609137845255903
dmw=11555	AT3G28345	0.004741267394858751	0.9888441714962233	0.9947654084492115
dmw=11564	AT3G28410	-0.27446255156538635	0.3660454231170771	0.5849404728736122
dmw=11599	AT3G28760	0.010459496065828936	0.9763678233558951	0.9922945584412636
dmw=11636	AT3G29200	-0.49472055045367147	0.06757851811996973	0.18001392679245734
dmw=11675	AT3G29720	-0.018286324017269658	0.9628790959790572	0.9869912603191003
dmw=11682	AT3G29770	0.13516181746142766	0.16826032423623583	0.3496170527277455
dmw=11692	AT3G29796	0.138747345986873	0.5600040087187517	0.7532145922306978
dmw=11696	AT3G29797	0.12833827001511336	0.6270593712917216	0.8015516350777849
dmw=11707	AT3G30160	-0.5127448886180643	0.02795114341503757	0.09302167454385796
dmw=11767	AT3G30770	-0.08041429613984906	0.7403750301025882	0.8750534523252919
dmw=11776	AT3G30820	-0.01057344128472503	0.9810613179553166	0.9922945584412636
dmw=11777	AT3G30820	0.00808215181810205	0.983367334127773	0.9922945584412636
dmw=11861	AT3G32130	-0.11072996993106027	0.5495089333730852	0.7423509022905925
dmw=11863	AT3G32150	-0.1968924384546178	0.3524984253536222	0.5748579898197185
dmw=11866	AT3G32190	-0.5411396987086246	0.0454435492577985	0.1346188339093154
dmw=11986	AT3G06315	0.29681262855622254	0.4429617826238923	0.655128546980871
dmw=12036	AT3G06345	0.3104635954157668	0.22107571044490787	0.41510852052958236
dmw=12037	AT3G06365	0.4543164255768131	0.016639412558554265	0.06306542784538469
dmw=12048	AT3G42060	0.021765208159850107	0.9434026558378819	0.9768115188608085
dmw=12049	AT3G42060	-0.1886944311403714	0.5629919924046107	0.7564049963598052
dmw=12135	AT3G43148	0.19681842496014854	0.5135227259727001	0.7125490480163568
dmw=12136	AT3G43148	0.1569473457892956	0.6349545758762813	0.8063332152803242
dmw=12141	AT3G06555	-0.35512490416321313	0.15947032875800984	0.33880547355507973
dmw=12146	AT3G43210	-0.5347840130553829	0.016426009962199378	0.06264658209674273
dmw=12155	AT3G43270	0.3781894223786155	0.0956685796538337	0.23561641852981094
dmw=12156	AT3G06565	0.4812962409415777	0.19396646878024773	0.38356010251553013
dmw=12194	AT3G43600	-0.7965475994975727	0.0020060147345801922	0.012284749740300043
dmw=12208	AT3G43800	-0.46489329838566024	0.13300254671695233	0.29804220322703917
dmw=12214	AT3G43837	0.4083474382509388	0.1322996485077924	0.2974000963807825
dmw=12216	AT3G43850	-0.15224358133031618	0.5541100234949098	0.7477030488265094
dmw=12229	AT3G43930	0.01749891952143537	0.9358782957863938	0.972299955351685
dmw=12276	AT3G44440	-0.5216915159935683	0.111781876185737	0.26513007179069553
dmw=12344	AT3G45140	-0.9529701785390912	1.035537368979463e-05	0.00023576822539273757
dmw=12363	AT3G45400	0.13654134151181935	0.2247968466125355	0.4195296772647319
dmw=12428	AT3G46380	0.07883662501411332	0.6811062293488468	0.8390679526404334
dmw=12438	AT3G46490	-1.106933293757162	2.563153284263253e-10	1.196422396796141e-07
dmw=12445	AT3G46620	0.11964965147541391	0.7980279361116804	0.9052611934846994
dmw=12449	AT3G46668	0.0863578599150205	0.5859508990546958	0.7688046333360066
dmw=12450	AT3G46668	0.11955603982563072	0.5090245123252517	0.710830803054422
dmw=12490	AT3G47110	0.3164220150508744	0.3880599739477302	0.6066617198853667
dmw=12515	AT3G47610	-0.5018029959331514	0.07140260436588905	0.1873555516267345
dmw=12535	AT3G47800	-1.0461827946661855	0.00017562425857030548	0.001925594549324421
dmw=12572	AT3G48120	0.26796444245282464	0.27278346814579396	0.4764980069459957
dmw=12605	AT3G48230	-0.24080049239631468	0.16868719090616463	0.34991194329859826
dmw=12638	AT3G48720	-1.327489308265244	3.8054457668619947e-06	0.00011682718504266324
dmw=12647	AT3G48770	-0.001399703318825695	0.9929644187498302	0.9947654084492115
dmw=12649	AT3G48780	-0.6672826996288933	0.004396735624596004	0.022310708045470633
dmw=12680	AT3G49142	-0.19178022981438764	0.102734711550011	0.24883279247221599
dmw=12739	AT3G49880	-0.15450280761972185	0.6611611848302057	0.8259470345589955
dmw=12741	AT3G49900	-0.68459980564137	0.0027644831336102933	0.015863482654548785
dmw=12742	AT3G49900	0.26751802339962766	0.672862697726391	0.8337794074752857
dmw=12781	AT3G50470	-0.5147605821673518	0.0031360656414183476	0.017504948216644233
dmw=12782	AT3G50480	-0.7330988860102866	0.00014233678092909373	0.0016542062253921204
dmw=12798	AT3G50700	-0.4640390469299907	0.25668241998293856	0.4574833261814928
dmw=12806	AT3G50990	-0.1770444444391949	0.7361102935202395	0.8733753047757044
dmw=12818	AT3G51140	-0.14909071197907703	0.37232692445372717	0.5899580170699058
dmw=12872	AT3G51850	0.07410968104232384	0.8090916886871634	0.909857686545638
dmw=12882	AT3G52100	-0.29924883955346815	0.34345864918639357	0.5638599213915658
dmw=12923	AT3G52742	-0.2776666501024012	0.46125793310189056	0.6671669515301786
dmw=12968	AT3G53460	-1.150067825741571	0.0007345629436358562	0.005857423992109295
dmw=12970	AT3G53490	-0.5375334872941644	0.06360162348463719	0.173176926029123
dmw=13000	AT3G08370	0.22701897012285369	0.19901582071549795	0.39039599107034967
dmw=13089	AT3G54890	-0.99238001679496	0.00023976274898385684	0.0023744246431627114
dmw=13115	AT3G55170	-0.1689332505090393	0.6167276322836919	0.7938918529418645
dmw=13129	AT3G55360	-0.7277613399647845	4.334099320605491e-05	0.0007041972858565888
dmw=13137	AT3G55430	0.014799191718537288	0.9486669037686803	0.979783816507939
dmw=13155	AT3G55740	-0.6343930286362499	0.1452631582744028	0.3143336087168717
dmw=13185	AT3G56170	0.5417823501977881	0.2312464917535263	0.42647157384076506
dmw=13187	AT3G56210	-0.3209523369003437	0.22853821351441814	0.42349688250125533
dmw=13188	AT3G56250	0.08495933367830417	0.6425544086245708	0.8101199320235861
dmw=13188	AT3G56260	-0.642721585818262	0.0008550923529551366	0.006609137845255903
dmw=13232	AT3G56940	-1.0833847861495036	0.0009685033372936943	0.007199974623633284
dmw=13249	AT3G57200	-0.21212060266402108	0.17076771940504337	0.3520577146454635
dmw=13272	AT3G57480	0.006991456594556134	0.9791651081862992	0.9922945584412636
dmw=13297	AT3G57740	-0.6103418107748961	0.00826015284477433	0.03670721812256719
dmw=13302	AT3G57780	-0.9059258370975374	1.4316767100994215e-06	5.6712870967809344e-05
dmw=13303	AT3G57790	-0.558230193111874	0.08821871305306316	0.22063661838933107
dmw=13305	AT3G57810	0.1624930157929563	0.7680453083699974	0.8914552350457058
dmw=13335	AT3G58160	0.47345726730838217	0.19164730773523556	0.38072682255778784
dmw=13385	AT3G59060	-0.5651004703362661	0.382119724160044	0.599288660623926
dmw=13429	AT3G59420	-0.9253870862318778	1.8637577956861837e-07	1.4768290927166904e-05
dmw=13437	AT3G59530	0.12558732064083328	0.207226713531543	0.39761625658864813
dmw=13468	AT3G59950	-0.6263982585906354	0.013438316577453195	0.0535787427178978
dmw=13469	AT3G59950	-0.6473735320319044	0.027533661545225935	0.09247609876822568
dmw=13474	AT3G09335	0.40412804226811144	0.2187549634769036	0.4132786079225194
dmw=13485	AT3G60290	-0.8561471107820631	1.7129906585350104e-05	0.00036268147046224013
dmw=13506	AT3G09465	-0.35057763171458023	0.1302666046291425	0.29507326523011523
dmw=13526	AT3G60870	0.8124605921645399	0.0013586111134846867	0.009301991486459053
dmw=13542	AT3G61130	0.19741060662373666	0.8233070313106039	0.9157799225085341
dmw=13567	AT3G61470	-0.6447107346103512	0.06331593878728448	0.17278216184618964
dmw=13578	AT3G61650	0.07371354243692688	0.7713824962702193	0.8916302441580148
dmw=13586	AT3G61690	-0.27887807315735824	0.6141621578996806	0.7930506097800293
dmw=13619	AT3G62280	0.11474181604054053	0.7609871483268598	0.8871272856974174
dmw=13657	AT3G62940	0.18522712690419643	0.5871131943728207	0.7688046333360066
dmw=13666	AT3G63150	-0.9295322467155688	0.0023672088579450713	0.01404315206549057
dmw=13676	AT3G63370	0.8355376929381145	0.023913539176542434	0.08275127878647157
dmw=13692	AT4G00005	0.25085105178704675	0.47764321859474923	0.6844175874379838
dmw=14035	AT4G03740	0.11171378819293686	0.7084730567083114	0.8554620586409108
dmw=14134	AT4G04745	-0.5205693397142196	0.0062731215705598324	0.03004324623242593
dmw=14172	AT4G04957	-0.4408398167332138	0.027306848289292515	0.09237688622383253
dmw=14249	AT4G06479	-0.05850114644451244	0.7955331881474345	0.9045506991157867
dmw=14372	AT4G05205	-0.11491636349895724	0.6713842275000247	0.8327877084545761
dmw=14372	AT4G06643	0.14888338512764573	0.5108913726984917	0.710830803054422
dmw=14973	AT4G12810	-0.2066089512276629	0.15263023735496287	0.32653298165835265
dmw=15137	AT4G14548	-0.853591053880041	1.179683409308766e-07	1.0347508761651176e-05
dmw=15356	AT4G06405	0.27076808563644533	0.5266826470776379	0.7194285768757946
dmw=15692	AT4G06975	0.18939326917816057	0.7897452604090353	0.9015999737169059
dmw=15696	AT4G21030	-0.5285713191300645	0.011007523325661525	0.04613392028639029
dmw=15744	AT4G21490	-0.2340609706328358	0.5148591023316198	0.7135970402519516
dmw=15745	AT4G21520	-0.7969870084152346	0.04194048343890404	0.12716768805672632
dmw=16083	AT4G25980	-0.22304649538022753	0.23780498096611954	0.43520792343725007
dmw=13693	AT4G00020	-0.3904330370847361	0.04336510661870584	0.1299547782772881
dmw=13722	AT4G00400	-0.6537480798503963	0.0012878214916962425	0.008965449152822687
dmw=13745	AT4G00580	0.10997384662491767	0.6315519620189056	0.8036744138437473
dmw=13763	AT4G00720	0.12417975835622896	0.724404072215298	0.8644977654814247
dmw=13772	AT4G00760	-0.025267146127826448	0.8940969014117262	0.9497845976934254
dmw=13778	AT4G00830	-0.18914407513725842	0.5108833177835359	0.710830803054422
dmw=13790	AT4G00970	-0.538234205640626	0.006356813397531782	0.030219820831845382
dmw=13806	AT4G01090	-0.340443595432752	0.09618920307372665	0.23576914446015235
dmw=13808	AT4G01130	-0.8913114665460893	1.924207286927284e-07	1.4768290927166904e-05
dmw=13844	AT4G01700	0.6155726245379675	0.04262364822163835	0.12860402952376387
dmw=13863	AT4G01890	-0.18057611411160668	0.3731825192891147	0.5905517186688568
dmw=13925	AT4G02510	0.6067205300377665	0.07282604928587677	0.1898734363546851
dmw=13925	AT4G02520	0.32957273186452507	0.17115509417210237	0.3520577146454635
dmw=13983	AT4G03080	0.2507821932885698	0.32523876130856266	0.5416414040388614
dmw=13984	AT4G03090	0.30526056325878076	0.0955176479798037	0.23561641852981094
dmw=14011	AT4G03380	-0.007914081804101518	0.9696053660824377	0.990056897736374
dmw=14036	AT4G03740	0.5329831483134769	0.21141229432515507	0.4025599447276731
dmw=14062	AT4G03930	0.6849152411866279	0.013380613289026752	0.053526263620526
dmw=14094	AT4G04330	-1.1793151866399088	0.0012505258187629647	0.008876564771334802
dmw=14117	AT4G04570	-0.831282512246408	0.0010260967879583108	0.007500278902457176
dmw=14118	AT4G04580	-0.2267973742026333	0.3973822512499735	0.6153662100062642
dmw=14119	AT4G04605	0.017975866108059152	0.9354821232378515	0.972299955351685
dmw=14120	AT4G04610	-0.662128319628798	0.0004550616833028517	0.003935322162647197
dmw=14138	AT4G04790	0.08363289136317266	0.8502430338594771	0.9289132078108878
dmw=14143	AT4G04840	-1.020010276020183	0.0009366058872130466	0.007013122131083056
dmw=14151	AT4G04890	2.7854008069499234	5.9004452817765244e-05	0.0008903250013392449
dmw=14152	AT4G04890	-0.03534797755045783	0.9580195153326878	0.9828843780067511
dmw=14187	AT4G05040	0.4567910129457954	0.08057290212691208	0.20442876820629757
dmw=14280	AT4G06526	-0.11191222267071199	0.7152017063046119	0.8575352538722288
dmw=14396	AT4G06688	0.24118453136343626	0.20591494784074887	0.39721054074152384
dmw=14397	AT4G06688	-0.034255615941298785	0.8983356295637703	0.9521900959297248
dmw=14398	AT4G06688	0.033964785710021206	0.8786401031558593	0.9392820827622437
dmw=14492	AT4G07932	-1.2873581532948097	0.02363089992950005	0.0822060768085724
dmw=14528	AT4G08180	-0.0027205550463906217	0.9908006225942729	0.9947654084492115
dmw=14538	AT4G08280	0.2832499012247061	0.09092258424214458	0.22693685660437712
dmw=14546	AT4G08310	-1.2846173473863602	2.6537599096123588e-05	0.00048639062223939945
dmw=14575	AT4G08470	-0.5582856176252983	0.027594627130426475	0.09247609876822568
dmw=14615	AT4G08850	-0.18395798838344174	0.3979137438839103	0.6154131958305313
dmw=14616	AT4G08850	-0.4156555094695536	0.10776200100219366	0.25864593769144284
dmw=14653	AT4G09150	-0.3812025751339697	0.18695024553743583	0.37329252279670116
dmw=14666	AT4G09500	-0.10025478048882025	0.4576246624418264	0.6658330396665437
dmw=14686	AT4G09650	-0.27113120523034856	0.7526220852329863	0.8818892372768198
dmw=14719	AT4G10020	0.7551885485009178	0.060276383210787196	0.16633572715246445
dmw=14733	AT4G10120	-0.979258034890337	5.9451669470535896e-05	0.0008903250013392449
dmw=14734	AT4G10120	-1.0196680324767946	0.0001390862105609023	0.001642287178546039
dmw=14783	AT4G10603	-0.7589990340532378	0.02254619245513398	0.07955955268650726
dmw=14792	AT4G10695	-0.28817945305465564	0.48874210867695433	0.6918822211422497
dmw=14793	AT4G10695	0.03976354978307553	0.904575510682451	0.9546204159317128
dmw=14797	AT4G10760	-0.07750100085684652	0.7702012728252075	0.8916302441580148
dmw=14805	AT4G10890	0.25569488765703263	0.27678712254613835	0.48211998083213886
dmw=14884	AT4G11820	-0.5326859427884236	0.001948368384872978	0.012023097369969935
dmw=14900	AT4G11920	-0.3347646372612641	0.13022900869858525	0.29507326523011523
dmw=14917	AT4G12040	-0.40089121347616125	0.13446033161975504	0.2996683978748806
dmw=14932	AT4G12460	0.4104338923724136	0.036567526057818794	0.11455337244643235
dmw=14954	AT4G12690	-0.8163709000163083	0.0013920354592664435	0.00939241507680875
dmw=15018	AT4G13410	-0.49783760679974853	0.03360829504231571	0.10790348728770258
dmw=15021	AT4G13420	-0.3219662452789091	0.06321238855311488	0.17278216184618964
dmw=15022	AT4G13420	-0.17566443499066808	0.22846386512905525	0.42349688250125533
dmw=15026	AT4G13495	-1.211212063153355	0.00291685340711511	0.01665998132063886
dmw=15027	AT4G06085	0.0532893824842771	0.9038261025118212	0.9546204159317128
dmw=15033	AT4G13575	-1.385340526414899	7.315353266984828e-08	8.149653674532967e-06
dmw=15077	AT4G13992	-0.2859175265818005	0.10997817888592952	0.2622392304309154
dmw=15083	AT4G14100	-0.7404946196606597	0.001728038270684853	0.010826688757147958
dmw=15083	AT4G14090	-0.8526880045541034	0.003183496562425854	0.01768929311610384
dmw=15116	AT4G14340	-0.25630558053231495	0.2827676734367236	0.48906859574689654
dmw=15117	AT4G14340	-0.2388906630770495	0.2699668954407772	0.4755885878426916
dmw=15129	AT4G14390	-0.1512866377289835	0.4826991606000878	0.6868534985132188
dmw=15166	AT4G14815	0.083184729526542	0.5317046073569198	0.7254813975936639
dmw=15167	AT4G14820	-0.19151652322195817	0.2082165098266049	0.3988921592309997
dmw=15191	AT4G14980	0.004506128209065906	0.9705207441042856	0.990056897736374
dmw=15212	AT4G15180	-0.3135333346549092	0.5107972576353013	0.710830803054422
dmw=15254	AT4G15540	0.26998007719539363	0.4700908437349409	0.6751714106508859
dmw=15271	AT4G15760	-0.7347771528829934	0.0002864575738363077	0.0028141592053678864
dmw=15272	AT4G15765	-0.31541304062350906	0.330824581056509	0.5475102230962171
dmw=15290	AT4G15975	-0.3619684517143424	0.2886217614447285	0.4936316477076972
dmw=15341	AT4G16380	-0.994527320311158	0.0012804255674311001	0.008965449152822687
dmw=15343	AT4G16420	-0.5598554855686719	0.05537156186538891	0.15534902064036957
dmw=15349	AT4G16480	-0.07009252653888212	0.7130098894908812	0.8567161049673115
dmw=15360	AT4G16660	0.5212298024833212	0.2517411392147744	0.4512965240229824
dmw=15374	AT4G16857	0.3763986247666386	0.3677371620336686	0.5860309456455447
dmw=15378	AT4G16890	0.031677898879825556	0.908757222861191	0.956194112909299
dmw=15384	AT4G16990	-1.0211756248670913	2.548639183152418e-05	0.0004802532009727996
dmw=15395	AT4G17090	-1.0084081846092898	0.00260499689923242	0.015160835034395316
dmw=15444	AT4G17610	0.18011589432972344	0.5758531943674187	0.7657479448147133
dmw=15517	AT4G18700	-0.9472052584138895	0.0020404132704632013	0.012404096515489165
dmw=15529	AT4G18840	-0.06587655691728685	0.799428592024674	0.9052611934846994
dmw=15533	AT4G18970	-0.9797308559523152	3.5391106465522823e-07	2.2873830915611594e-05
dmw=15534	AT4G18970	-0.9286863070348047	2.9708502778190535e-08	4.560255176452247e-06
dmw=15535	AT4G18975	-0.5171748246617884	0.0206493486344622	0.07436187719389906
